1000000001|CUR00033|2.3
1000000001|CUR00034|2.7
1000000001|CUR00035|2.7
1000000002|CUR00001|4.4
1000000002|CUR00002|4.4
1000000002|CUR00003|5
1000000002|CUR00004|4.9
1000000003|CUR00004|4.3
1000000003|CUR00005|4.1
1000000003|CUR00006|4.2
1000000004|CUR00017|4.1
1000000004|CUR00018|4.4
1000000004|CUR00019|4.3
1000000005|CUR00019|4.1
1000000005|CUR00020|3.9
1000000005|CUR00021|3.7
1000000006|CUR00024|2.8
1000000006|CUR00025|3
1000000006|CUR00026|2.5
1000000006|CUR00027|2.4
1000000007|CUR00021|2.3
1000000007|CUR00022|2
1000000007|CUR00023|2.2
1000000008|CUR00009|4.3
1000000008|CUR00010|4.2
1000000008|CUR00011|3.9
1000000009|CUR00019|4.5
1000000009|CUR00020|4.2
1000000009|CUR00021|4.3
1000000010|CUR00040|3.8
1000000010|CUR00041|3.5
1000000010|CUR00042|3.7
1000000011|CUR00005|4
1000000011|CUR00006|4
1000000011|CUR00007|4.4
1000000012|CUR00012|3.9
1000000012|CUR00013|4
1000000012|CUR00014|4.3
1000000013|CUR00027|4.4
1000000013|CUR00028|4.6
1000000013|CUR00029|4.4
1000000013|CUR00030|4.4
1000000014|CUR00038|4.3
1000000014|CUR00039|4.4
1000000014|CUR00040|4.8
1000000015|CUR00048|4.1
1000000015|CUR00049|3.8
1000000015|CUR00050|4.2
1000000015|CUR00001|4
1000000016|CUR00047|3.1
1000000016|CUR00048|3
1000000016|CUR00049|2.8
1000000017|CUR00012|3.1
1000000017|CUR00013|3.2
1000000017|CUR00014|3.1
1000000019|CUR00006|3.6
1000000019|CUR00007|3.6
1000000019|CUR00008|3.7
1000000019|CUR00009|3.7
1000000020|CUR00026|2.6
1000000020|CUR00027|2.3
1000000020|CUR00028|2.3
1000000020|CUR00029|2.2
1000000021|CUR00012|2.1
1000000021|CUR00013|1.8
1000000021|CUR00014|2.1
1000000021|CUR00015|2.3
1000000023|CUR00045|4.5
1000000023|CUR00046|4.5
1000000023|CUR00047|4.3
1000000023|CUR00048|4.7
1000000024|CUR00033|3.7
1000000024|CUR00034|3.5
1000000024|CUR00035|3.2
1000000025|CUR00033|4.5
1000000025|CUR00034|4.6
1000000025|CUR00035|4.4
1000000026|CUR00029|4.4
1000000026|CUR00030|4.2
1000000026|CUR00031|4.5
1000000026|CUR00032|4.4
1000000027|CUR00048|3.1
1000000027|CUR00049|2.8
1000000027|CUR00050|2.8
1000000028|CUR00034|4.7
1000000028|CUR00035|4.7
1000000028|CUR00036|4.7
1000000029|CUR00013|3.7
1000000029|CUR00014|4
1000000029|CUR00015|3.9
1000000029|CUR00016|3.6
1000000030|CUR00003|3.4
1000000030|CUR00004|4
1000000030|CUR00005|4.1
1000000031|CUR00039|4.3
1000000031|CUR00040|3.9
1000000031|CUR00041|4.2
1000000031|CUR00042|3.9
1000000032|CUR00049|4.4
1000000032|CUR00050|4.3
1000000032|CUR00001|4.8
1000000033|CUR00038|3.3
1000000033|CUR00039|3.8
1000000033|CUR00040|3.4
1000000033|CUR00041|3.2
1000000034|CUR00031|4
1000000034|CUR00032|3.7
1000000034|CUR00033|3.7
1000000034|CUR00034|3.5
1000000035|CUR00046|3.7
1000000035|CUR00047|3.8
1000000035|CUR00048|3.6
1000000036|CUR00044|4.5
1000000036|CUR00045|4.9
1000000036|CUR00046|4.6
1000000037|CUR00025|3.4
1000000037|CUR00026|4
1000000037|CUR00027|3.6
1000000038|CUR00036|4.1
1000000038|CUR00037|4
1000000038|CUR00038|3.8
1000000038|CUR00039|3.6
1000000039|CUR00009|3.5
1000000039|CUR00010|3.4
1000000039|CUR00011|3.1
1000000039|CUR00012|3.6
1000000041|CUR00028|3.7
1000000041|CUR00029|3.8
1000000041|CUR00030|3.7
1000000042|CUR00001|4.5
1000000042|CUR00002|4.3
1000000042|CUR00003|4.4
1000000042|CUR00004|4.5
1000000044|CUR00022|2.8
1000000044|CUR00023|2.4
1000000044|CUR00024|2.2
1000000044|CUR00025|2.6
1000000045|CUR00010|3
1000000045|CUR00011|2.9
1000000045|CUR00012|2.6
1000000045|CUR00013|2.6
1000000046|CUR00003|3.6
1000000046|CUR00004|3.7
1000000046|CUR00005|4
1000000047|CUR00012|4.6
1000000047|CUR00013|4.6
1000000047|CUR00014|4.7
1000000048|CUR00009|4
1000000048|CUR00010|3.7
1000000048|CUR00011|4.2
1000000048|CUR00012|3.9
1000000049|CUR00014|3.7
1000000049|CUR00015|3.2
1000000049|CUR00016|3.2
1000000049|CUR00017|3.2
1000000050|CUR00020|4.1
1000000050|CUR00021|4.2
1000000050|CUR00022|4.3
1000000051|CUR00049|4.2
1000000051|CUR00050|4.2
1000000051|CUR00001|4.2
1000000052|CUR00029|2.5
1000000052|CUR00030|2.8
1000000052|CUR00031|3.1
