1000000001|CUR00014|2.3
1000000001|CUR00015|1.9
1000000001|CUR00016|2.4
1000000002|CUR00015|4.6
1000000002|CUR00016|4.5
1000000002|CUR00017|4.4
1000000003|CUR00030|4.0
1000000003|CUR00031|3.5
1000000003|CUR00032|3.4
1000000004|CUR00023|4.1
1000000004|CUR00024|3.7
1000000004|CUR00025|3.8
1000000005|CUR00017|3.9
1000000005|CUR00018|4.2
1000000005|CUR00019|3.8
1000000006|CUR00039|3.1
1000000006|CUR00040|3.1
1000000006|CUR00041|3.4
1000000006|CUR00042|3.5
1000000007|CUR00029|2.3
1000000007|CUR00030|2.1
1000000007|CUR00031|2.6
1000000007|CUR00032|2.4
1000000008|CUR00023|2.3
1000000008|CUR00024|2.2
1000000008|CUR00025|2.5
1000000009|CUR00044|4.8
1000000009|CUR00045|4.5
1000000009|CUR00046|4.5
1000000010|CUR00015|3.8
1000000010|CUR00016|4.1
1000000010|CUR00017|4.0
1000000010|CUR00018|3.8
1000000011|CUR00040|2.9
1000000011|CUR00041|3.4
1000000011|CUR00042|3.3
1000000011|CUR00043|2.8
1000000012|CUR00047|4.6
1000000012|CUR00048|4.2
1000000012|CUR00049|4.3
1000000013|CUR00033|3.5
1000000013|CUR00034|3.3
1000000013|CUR00035|3.5
1000000015|CUR00035|4.1
1000000015|CUR00036|3.5
1000000015|CUR00037|4.1
1000000016|CUR00009|2.5
1000000016|CUR00010|2.2
1000000016|CUR00011|2.8
1000000017|CUR00007|4.2
1000000017|CUR00008|4.2
1000000017|CUR00009|4.2
1000000018|CUR00043|2.4
1000000018|CUR00044|2.7
1000000018|CUR00045|2.9
1000000019|CUR00027|4.5
1000000019|CUR00028|4.7
1000000019|CUR00029|4.9
1000000020|CUR00027|3.2
1000000020|CUR00028|2.9
1000000020|CUR00029|3.1
1000000021|CUR00003|3.0
1000000021|CUR00004|2.5
1000000021|CUR00005|2.5
1000000021|CUR00006|2.8
1000000022|CUR00027|4.6
1000000022|CUR00028|4.4
1000000022|CUR00029|4.8
1000000023|CUR00018|4.6
1000000023|CUR00019|4.3
1000000023|CUR00020|4.5
1000000024|CUR00045|4.0
1000000024|CUR00046|3.8
1000000024|CUR00047|3.7
1000000024|CUR00048|3.6
1000000025|CUR00019|4.2
1000000025|CUR00020|4.4
1000000025|CUR00021|4.6
1000000026|CUR00032|4.5
1000000026|CUR00033|4.2
1000000026|CUR00034|4.1
1000000026|CUR00035|4.7
1000000027|CUR00033|3.2
1000000027|CUR00034|3.2
1000000027|CUR00035|3.5
1000000027|CUR00036|3.1
1000000028|CUR00027|4.4
1000000028|CUR00028|4.6
1000000028|CUR00029|4.4
1000000029|CUR00035|4.7
1000000029|CUR00036|4.4
1000000029|CUR00037|4.4
1000000029|CUR00038|4.9
1000000030|CUR00008|4.5
1000000030|CUR00009|4.6
1000000030|CUR00010|4.8
1000000031|CUR00034|4.4
1000000031|CUR00035|4.4
1000000031|CUR00036|4.2
1000000032|CUR00030|4.1
1000000032|CUR00031|3.5
1000000032|CUR00032|4.1
1000000032|CUR00033|4.1
1000000033|CUR00028|3.2
1000000033|CUR00029|3.4
1000000033|CUR00030|3.9
1000000034|CUR00002|3.4
1000000034|CUR00003|3.6
1000000034|CUR00004|3.6
1000000034|CUR00005|3.6
1000000035|CUR00014|3.4
1000000035|CUR00015|3.7
1000000035|CUR00016|3.2
1000000036|CUR00049|3.1
1000000036|CUR00050|3.5
1000000036|CUR00001|3.3
1000000037|CUR00043|4.9
1000000037|CUR00044|4.9
1000000037|CUR00045|5.0
1000000038|CUR00031|3.9
1000000038|CUR00032|4.5
1000000038|CUR00033|4.0
1000000039|CUR00003|2.0
1000000039|CUR00004|1.8
1000000039|CUR00005|2.4
1000000039|CUR00006|2.3
1000000040|CUR00022|4.0
1000000040|CUR00023|3.8
1000000040|CUR00024|4.1
1000000040|CUR00025|4.0
1000000041|CUR00040|3.7
1000000041|CUR00041|3.5
1000000041|CUR00042|3.8
1000000042|CUR00004|3.0
1000000042|CUR00005|3.5
1000000042|CUR00006|2.8
1000000042|CUR00007|3.1
1000000043|CUR00004|3.9
1000000043|CUR00005|4.1
1000000043|CUR00006|4.5
1000000043|CUR00007|4.2
1000000044|CUR00022|2.6
1000000044|CUR00023|2.5
1000000044|CUR00024|2.8
1000000045|CUR00034|4.5
1000000045|CUR00035|4.7
1000000045|CUR00036|4.7
1000000045|CUR00037|4.3
1000000046|CUR00001|3.5
1000000046|CUR00002|3.2
1000000046|CUR00003|3.5
1000000046|CUR00004|3.1
1000000047|CUR00011|2.6
1000000047|CUR00012|2.3
1000000047|CUR00013|2.6
1000000048|CUR00016|2.7
1000000048|CUR00017|2.8
1000000048|CUR00018|2.4
1000000049|CUR00019|4.3
1000000049|CUR00020|4.8
1000000049|CUR00021|4.8
1000000049|CUR00022|4.4
1000000050|CUR00017|4.3
1000000050|CUR00018|3.7
1000000050|CUR00019|3.9
1000000051|CUR00040|4.3
1000000051|CUR00041|3.8
1000000051|CUR00042|4.1
1000000052|CUR00011|4.4
1000000052|CUR00012|4.2
1000000052|CUR00013|4.5
1000000052|CUR00014|4.1
1000000053|CUR00029|4.8
1000000053|CUR00030|4.5
1000000053|CUR00031|4.5
1000000053|CUR00032|4.3
1000000054|CUR00009|4.0
1000000054|CUR00010|4.2
1000000054|CUR00011|4.2
1000000054|CUR00012|3.9
1000000055|CUR00050|3.1
1000000055|CUR00001|3.0
1000000055|CUR00002|3.1
1000000056|CUR00035|4.3
1000000056|CUR00036|4.4
1000000056|CUR00037|4.3
1000000056|CUR00038|4.2
1000000057|CUR00006|5.0
1000000057|CUR00007|4.7
1000000057|CUR00008|4.6
1000000057|CUR00009|4.5
1000000058|CUR00014|1.8
1000000058|CUR00015|1.5
1000000058|CUR00016|2.1
1000000058|CUR00017|1.6
1000000059|CUR00012|4.4
1000000059|CUR00013|4.8
1000000059|CUR00014|4.6
1000000060|CUR00014|3.7
1000000060|CUR00015|4.0
1000000060|CUR00016|4.1
1000000060|CUR00017|3.7
1000000061|CUR00043|4.4
1000000061|CUR00044|4.6
1000000061|CUR00045|4.4
1000000062|CUR00042|4.1
1000000062|CUR00043|4.5
1000000062|CUR00044|4.7
1000000063|CUR00007|4.3
1000000063|CUR00008|4.3
1000000063|CUR00009|3.8
1000000063|CUR00010|4.0
1000000064|CUR00009|4.6
1000000064|CUR00010|4.1
1000000064|CUR00011|4.6
1000000065|CUR00047|4.1
1000000065|CUR00048|4.2
1000000065|CUR00049|4.4
1000000066|CUR00039|4.7
1000000066|CUR00040|4.4
1000000066|CUR00041|4.4
1000000067|CUR00006|3.3
1000000067|CUR00007|2.9
1000000067|CUR00008|3.0
1000000067|CUR00009|2.7
1000000068|CUR00038|3.6
1000000068|CUR00039|3.6
1000000068|CUR00040|3.7
1000000068|CUR00041|3.6
1000000069|CUR00049|4.8
1000000069|CUR00050|4.9
1000000069|CUR00001|5.0
1000000070|CUR00019|3.7
1000000070|CUR00020|3.4
1000000070|CUR00021|3.7
1000000070|CUR00022|3.4
1000000071|CUR00031|4.2
1000000071|CUR00032|4.5
1000000071|CUR00033|4.1
1000000072|CUR00018|3.4
1000000072|CUR00019|3.5
1000000072|CUR00020|3.2
1000000073|CUR00016|2.3
1000000073|CUR00017|2.1
1000000073|CUR00018|2.5
1000000074|CUR00018|3.1
1000000074|CUR00019|3.5
1000000074|CUR00020|3.1
1000000075|CUR00020|4.5
1000000075|CUR00021|4.6
1000000075|CUR00022|4.6
1000000076|CUR00035|4.6
1000000076|CUR00036|4.1
1000000076|CUR00037|4.4
1000000076|CUR00038|4.5
1000000077|CUR00019|4.0
1000000077|CUR00020|3.8
1000000077|CUR00021|4.0
1000000077|CUR00022|4.2
1000000078|CUR00017|2.7
1000000078|CUR00018|2.7
1000000078|CUR00019|3.0
1000000078|CUR00020|2.6
1000000079|CUR00007|4.5
1000000079|CUR00008|4.6
1000000079|CUR00009|4.0
1000000079|CUR00010|4.6
1000000080|CUR00033|4.2
1000000080|CUR00034|4.4
1000000080|CUR00035|3.9
1000000081|CUR00030|4.1
1000000081|CUR00031|4.1
1000000081|CUR00032|4.2
1000000082|CUR00026|3.7
1000000082|CUR00027|3.7
1000000082|CUR00028|3.4
1000000083|CUR00036|2.8
1000000083|CUR00037|2.9
1000000083|CUR00038|2.4
1000000083|CUR00039|2.9
1000000084|CUR00049|4.5
1000000084|CUR00050|4.7
1000000084|CUR00001|4.7
1000000085|CUR00037|4.3
1000000085|CUR00038|4.5
1000000085|CUR00039|4.5
1000000085|CUR00040|4.0
1000000086|CUR00026|4.5
1000000086|CUR00027|4.0
1000000086|CUR00028|4.0
1000000086|CUR00029|3.9
1000000087|CUR00045|4.3
1000000087|CUR00046|4.8
1000000087|CUR00047|4.8
1000000088|CUR00023|3.7
1000000088|CUR00024|4.1
1000000088|CUR00025|3.8
1000000088|CUR00026|3.6
1000000089|CUR00028|4.4
1000000089|CUR00029|4.4
1000000089|CUR00030|4.3
1000000090|CUR00046|3.7
1000000090|CUR00047|3.6
1000000090|CUR00048|3.5
1000000090|CUR00049|3.8
1000000091|CUR00035|5.0
1000000091|CUR00036|4.5
1000000091|CUR00037|5.0
1000000093|CUR00003|3.7
1000000093|CUR00004|3.9
1000000093|CUR00005|4.1
1000000093|CUR00006|3.7
1000000094|CUR00029|4.0
1000000094|CUR00030|4.3
1000000094|CUR00031|3.8
1000000095|CUR00008|2.7
1000000095|CUR00009|2.9
1000000095|CUR00010|3.1
1000000095|CUR00011|2.9
1000000097|CUR00005|4.0
1000000097|CUR00006|4.4
1000000097|CUR00007|4.1
1000000097|CUR00008|4.2
1000000098|CUR00004|1.8
1000000098|CUR00005|2.0
1000000098|CUR00006|1.6
1000000098|CUR00007|2.0
1000000099|CUR00030|3.9
1000000099|CUR00031|3.9
1000000099|CUR00032|3.4
1000000100|CUR00049|4.3
1000000100|CUR00050|3.9
1000000100|CUR00001|4.0
1000000100|CUR00002|3.9
